point_id,label,prefecture,elevation_m,slope_deg,local_relief_m,distance_to_volcano_km,distance_to_river_km,distance_to_lake_km,vegetation_naturalness,geology_group
p12-28-10196,1,兵庫県,189.3,8.85,65.6,175.61,0.051,12.579,7.0,火成岩
p12-28-10234,1,兵庫県,20.7,2.29,8.0,211.22,0.027,4.339,3.0,堆積岩
p12-28-10256,1,兵庫県,12.6,8.75,29.5,169.15,0.422,19.598,2.0,
p12-28-10294,1,兵庫県,42.3,1.2,10.3,198.03,0.071,7.68,1.0,堆積岩
p12-28-10323,1,兵庫県,111.5,2.91,12.5,205.46,0.052,6.717,2.0,堆積岩
p12-28-10390,1,兵庫県,73.9,10.76,31.4,189.18,0.034,3.557,2.0,付加体
p12-28-10409,1,兵庫県,61.6,5.12,48.8,212.87,0.25,6.894,7.0,火成岩
p12-28-10472,1,兵庫県,110.1,11.24,92.2,194.45,0.293,23.543,7.0,堆積岩
p12-28-10473,1,兵庫県,44.8,0.56,4.7,198.09,0.055,20.797,2.0,堆積岩
p12-28-10474,1,兵庫県,124.6,5.39,39.4,190.21,0.062,19.598,7.0,堆積岩
p12-28-10522,1,兵庫県,90.4,9.36,42.3,220.06,0.343,51.413,7.0,堆積岩
p12-28-10523,1,兵庫県,33.2,1.03,10.1,218.41,0.081,55.259,2.0,堆積岩
p12-28-10524,1,兵庫県,33.2,1.03,10.1,218.41,0.081,55.259,2.0,堆積岩
p12-28-10552,1,兵庫県,523.3,2.94,59.5,199.13,0.156,5.707,6.0,火成岩
p12-28-10553,1,兵庫県,75.7,0.51,4.3,195.03,0.022,15.384,1.0,堆積岩
p12-28-10554,1,兵庫県,159.7,8.99,41.0,196.73,0.16,10.416,7.0,火成岩
p12-28-10578,1,兵庫県,65.2,5.53,63.0,225.17,0.143,19.445,2.0,火成岩
p12-28-10579,1,兵庫県,42.9,6.85,63.7,221.0,0.472,27.742,,堆積岩
p12-28-10607,1,兵庫県,156.3,8.76,52.5,177.17,0.588,4.326,6.0,火成岩
p12-28-10608,1,兵庫県,106.2,2.49,17.1,175.28,0.052,7.17,2.0,堆積岩
p12-28-10609,1,兵庫県,293.2,4.2,47.1,182.53,0.066,9.277,6.0,堆積岩
p12-28-10610,1,兵庫県,403.6,8.76,76.5,171.29,0.027,4.377,6.0,火成岩
p12-28-10611,1,兵庫県,664.8,6.24,52.6,176.96,0.016,6.335,6.0,火成岩
p12-28-10612,1,兵庫県,308.5,3.41,41.5,165.39,0.068,12.919,6.0,堆積岩
p12-28-10635,1,兵庫県,95.2,8.55,25.0,211.58,1.194,9.481,7.0,堆積岩
p12-28-10636,1,兵庫県,75.2,0.39,5.0,209.5,0.076,3.919,2.0,堆積岩
p12-28-10700,1,兵庫県,23.9,0.66,2.1,178.55,0.052,17.989,2.0,堆積岩
p12-28-10720,1,兵庫県,267.4,9.29,61.7,200.19,0.125,9.378,7.0,火成岩
p12-28-10756,1,兵庫県,231.5,4.37,89.7,199.99,0.026,7.792,7.0,火成岩
p12-28-10757,1,兵庫県,168.4,13.4,74.0,200.54,0.17,7.826,7.0,火成岩
p12-28-10799,1,兵庫県,202.5,8.78,52.0,161.99,0.978,17.589,7.0,付加体
p12-28-10824,1,兵庫県,4.0,0.35,13.8,189.98,0.036,23.354,2.0,堆積岩
p12-28-10825,1,兵庫県,18.7,1.05,44.9,189.6,0.036,23.194,2.0,堆積岩
p12-28-10826,1,兵庫県,514.4,21.94,57.4,178.57,0.018,16.773,2.0,堆積岩
p12-28-10827,1,兵庫県,197.1,4.05,57.1,182.23,0.068,24.917,6.0,堆積岩
p12-28-10828,1,兵庫県,265.4,8.08,95.1,176.55,0.037,21.854,7.0,堆積岩
p12-28-10852,1,兵庫県,67.2,2.28,33.1,175.41,0.035,28.727,7.0,火成岩
p12-28-10857,1,兵庫県,95.5,12.52,97.0,175.75,0.352,29.05,7.0,火成岩
p12-28-10858,1,兵庫県,60.0,11.03,109.3,175.44,0.041,28.74,7.0,火成岩
p12-28-10859,1,兵庫県,7.5,4.33,5.7,174.61,0.071,28.226,7.0,堆積岩
p12-28-10860,1,兵庫県,16.2,3.75,36.2,175.93,0.112,29.228,7.0,堆積岩
p12-28-10861,1,兵庫県,22.1,8.27,81.9,175.01,0.129,28.659,7.0,堆積岩
p12-28-10862,1,兵庫県,8.6,0.6,2.5,174.1,0.256,27.698,7.0,堆積岩
p12-28-10871,1,兵庫県,14.2,2.66,10.6,175.97,0.094,29.281,7.0,堆積岩
p12-28-10874,1,兵庫県,6.9,6.35,6.8,174.31,0.018,27.969,9.0,堆積岩
p12-29-10098,1,奈良県,59.9,0.0,7.6,204.81,0.667,16.366,1.0,堆積岩
p12-29-10128,1,奈良県,46.8,0.22,1.7,194.97,0.055,11.548,1.0,堆積岩
p12-29-10176,1,奈良県,101.9,2.3,12.7,223.67,0.048,19.367,1.0,堆積岩
p12-29-10177,1,奈良県,99.3,2.25,10.5,223.65,0.019,19.298,1.0,堆積岩
p12-29-10189,1,奈良県,225.5,10.53,107.0,227.3,0.143,17.732,6.0,付加体
p12-29-10194,1,奈良県,382.4,13.18,91.7,241.52,0.049,7.082,6.0,付加体
p12-29-10195,1,奈良県,382.4,13.18,91.7,241.52,0.049,7.082,6.0,付加体
p12-29-10198,1,奈良県,639.7,21.51,110.1,235.63,0.235,14.053,7.0,付加体
p12-29-10241,1,奈良県,378.4,1.51,38.0,202.2,0.241,6.97,2.0,火成岩
p12-29-10250,1,奈良県,364.6,4.77,110.2,194.24,0.409,0.976,1.0,火成岩
p12-29-10289,1,奈良県,114.7,7.26,33.3,194.07,0.167,21.478,1.0,堆積岩
p12-29-10310,1,奈良県,490.2,7.15,57.4,189.81,0.16,7.36,6.0,火成岩
p12-29-10366,1,奈良県,262.0,29.14,100.9,215.11,0.004,4.21,6.0,付加体
p12-29-10367,1,奈良県,337.6,22.57,106.4,215.01,0.211,4.353,6.0,付加体
p12-29-10370,1,奈良県,190.9,9.37,55.4,213.01,0.095,1.637,,堆積岩
p12-29-10371,1,奈良県,171.5,12.08,140.1,212.74,0.096,1.549,6.0,堆積岩
p12-29-10384,1,奈良県,358.4,20.45,98.7,215.4,0.159,4.487,6.0,付加体
p12-29-10406,1,奈良県,181.2,4.84,83.0,211.61,0.024,0.927,6.0,堆積岩
p12-29-10414,1,奈良県,188.0,4.34,71.8,218.67,0.033,9.224,6.0,付加体
p12-29-10416,1,奈良県,310.7,19.77,55.2,225.29,0.075,14.849,6.0,付加体
p12-29-10420,1,奈良県,826.7,9.05,84.2,225.46,0.022,11.845,6.0,付加体
p12-29-10421,1,奈良県,585.4,12.52,98.1,230.96,0.056,15.921,2.0,付加体
p12-29-10422,1,奈良県,473.6,11.45,114.2,235.95,0.044,12.165,6.0,付加体
p12-29-10461,1,奈良県,697.3,7.31,93.7,249.73,0.014,12.181,6.0,付加体
p12-29-10465,1,奈良県,594.1,40.59,228.1,262.79,0.353,14.503,6.0,火成岩
p12-29-10466,1,奈良県,271.6,41.7,172.5,257.1,0.181,5.983,6.0,付加体
p12-29-10467,1,奈良県,245.6,39.01,214.8,256.68,0.273,5.522,6.0,付加体
p12-29-10468,1,奈良県,366.5,40.51,159.6,264.28,0.26,12.346,7.0,付加体
p12-29-10487,1,奈良県,329.5,32.21,241.9,245.38,0.156,0.555,9.0,付加体
p12-29-10498,1,奈良県,498.4,21.4,182.2,229.71,0.023,6.463,6.0,付加体
p12-29-10499,1,奈良県,338.5,56.27,153.6,234.83,0.038,3.518,6.0,付加体
p12-29-10505,1,奈良県,336.4,5.15,134.5,215.31,0.234,7.164,6.0,付加体
p12-29-10506,1,奈良県,408.3,18.78,139.3,220.68,0.167,0.282,9.0,付加体
p12-29-10507,1,奈良県,336.4,5.15,134.5,215.31,0.234,7.164,6.0,付加体
p12-29-10508,1,奈良県,409.3,23.73,148.2,220.7,0.154,0.278,9.0,付加体
p12-29-10518,1,奈良県,383.3,14.09,88.5,209.28,0.03,9.52,6.0,付加体
p12-30-10069,1,和歌山県,80.3,2.75,10.1,232.4,0.103,28.863,2.0,堆積岩
p12-30-10082,1,和歌山県,105.8,11.96,82.5,275.24,0.076,22.53,2.0,付加体
p12-30-10102,1,和歌山県,417.8,17.82,115.2,268.16,0.049,18.335,6.0,付加体
p12-30-10108,1,和歌山県,188.3,4.53,117.8,289.24,0.149,6.135,8.0,堆積岩
p12-30-10110,1,和歌山県,58.4,0.74,26.8,273.19,0.056,22.462,6.0,付加体
p12-30-10119,1,和歌山県,234.9,8.58,76.0,239.89,0.014,25.291,6.0,堆積岩
p12-30-10120,1,和歌山県,32.5,0.97,5.2,244.15,0.248,18.751,1.0,堆積岩
p12-30-10144,1,和歌山県,167.1,6.58,121.5,255.98,0.015,5.309,6.0,変成岩
p12-30-10145,1,和歌山県,201.2,19.53,103.7,255.57,0.036,5.66,6.0,変成岩
p12-30-10151,1,和歌山県,54.9,0.26,6.5,237.75,0.039,23.655,3.0,堆積岩
p12-30-10163,1,和歌山県,125.7,8.23,101.1,268.98,0.012,14.418,3.0,堆積岩
p12-30-10165,1,和歌山県,104.3,10.13,110.5,271.73,0.03,16.998,8.0,堆積岩
p12-30-10170,1,和歌山県,101.0,0.69,50.8,271.95,0.16,9.17,7.0,堆積岩
p12-30-10173,1,和歌山県,252.8,33.78,50.9,260.64,0.029,3.514,6.0,堆積岩
p12-30-10174,1,和歌山県,128.7,7.62,85.2,266.07,0.043,2.156,6.0,堆積岩
p12-30-10175,1,和歌山県,6.1,10.5,47.2,262.4,0.918,29.566,,付加体
p12-30-10183,1,和歌山県,82.2,8.45,101.4,286.74,0.038,27.514,6.0,付加体
p12-30-10185,1,和歌山県,14.6,36.58,21.9,297.56,2.636,20.754,,堆積岩
p12-30-10191,1,和歌山県,33.3,5.47,19.4,298.32,1.593,19.734,9.0,堆積岩
p12-30-10205,1,和歌山県,8.0,1.12,49.2,290.14,0.032,32.924,8.0,堆積岩
p12-30-10211,1,和歌山県,9.8,0.5,47.2,304.24,0.124,24.172,8.0,火成岩
p12-30-10212,1,和歌山県,122.5,6.4,52.0,257.51,0.093,5.677,6.0,堆積岩
p12-31-10012,1,鳥取県,5.4,0.0,0.4,151.2,0.039,5.306,1.0,堆積岩
p12-31-10013,1,鳥取県,16.1,1.81,15.1,141.95,0.01,1.601,2.0,堆積岩
p12-31-10014,1,鳥取県,50.6,1.25,8.2,135.64,0.284,7.447,2.0,堆積岩
p12-31-10015,1,鳥取県,6.1,13.79,18.9,136.04,0.015,7.053,2.0,堆積岩
p12-31-10105,1,鳥取県,28.4,2.08,59.7,164.34,0.103,17.52,2.0,堆積岩
p12-31-10106,1,鳥取県,24.0,1.81,12.8,164.43,0.06,17.604,2.0,堆積岩
p12-31-10121,1,鳥取県,328.8,5.63,69.4,166.14,0.036,13.972,6.0,変成岩
p12-31-10083,1,鳥取県,116.5,2.06,21.2,106.36,0.128,13.039,2.0,堆積岩
p12-31-10084,1,鳥取県,112.7,3.39,27.6,106.28,0.05,13.04,2.0,堆積岩
p12-31-10141,1,鳥取県,3.4,0.0,3.7,120.43,0.575,0.126,1.0,堆積岩
p12-31-10142,1,鳥取県,2.6,0.32,3.2,121.63,0.462,0.076,,堆積岩
p12-31-10143,1,鳥取県,3.2,0.0,3.4,120.39,0.602,0.064,1.0,堆積岩
p12-31-10144,1,鳥取県,2.7,0.0,3.0,120.94,0.193,0.041,,
p12-31-10136,1,鳥取県,66.7,2.15,11.3,119.3,0.047,6.025,7.0,堆積岩
p12-31-10062,1,鳥取県,1.0,0.44,2.2,76.08,0.533,4.777,6.0,堆積岩
p12-31-10063,1,鳥取県,3.2,0.0,0.6,75.59,0.205,4.279,2.0,堆積岩
p12-31-10064,1,鳥取県,1.4,0.35,2.6,75.17,0.442,4.04,,堆積岩
p12-31-10065,1,鳥取県,8.5,3.74,25.3,82.08,0.882,11.035,2.0,火成岩
p12-31-10075,1,鳥取県,1.0,0.58,2.8,75.67,0.044,4.426,,堆積岩
p12-31-10182,1,鳥取県,767.3,18.6,41.7,87.14,0.16,13.728,7.0,火成岩
p12-32-10009,1,島根県,4.8,0.0,4.8,52.89,0.151,0.142,2.0,堆積岩
p12-32-10027,1,島根県,4.8,0.0,0.2,47.92,0.149,0.283,,堆積岩
p12-32-10060,1,島根県,169.1,8.96,47.7,44.47,0.07,21.155,7.0,火成岩
p12-32-10061,1,島根県,252.8,1.35,24.3,52.1,0.342,18.258,2.0,堆積岩
p12-32-10063,1,島根県,201.5,8.51,45.2,43.24,0.021,19.304,2.0,火成岩
p12-32-10110,1,島根県,437.0,10.75,72.1,2.98,0.181,8.963,7.0,火成岩
p12-32-10114,1,島根県,14.5,37.09,63.7,25.43,0.007,33.575,7.0,火成岩
p12-32-10125,1,島根県,14.7,0.37,6.2,58.5,0.096,5.743,7.0,堆積岩
p12-32-10131,1,島根県,231.7,9.61,52.9,40.33,0.589,23.709,7.0,火成岩
p12-32-10133,1,島根県,54.1,1.77,7.5,44.31,0.056,27.721,7.0,火成岩
p12-32-10134,1,島根県,54.1,1.77,7.5,44.31,0.057,27.721,7.0,火成岩
p12-32-10137,1,島根県,74.8,9.85,91.5,40.12,0.032,11.296,6.0,火成岩
p12-32-10138,1,島根県,45.1,0.03,29.1,30.53,0.06,13.413,2.0,堆積岩
p12-32-10139,1,島根県,107.0,6.15,59.2,27.26,0.099,20.917,6.0,
p12-32-10154,1,島根県,342.5,5.34,40.2,43.13,0.096,20.446,2.0,火成岩
p12-32-10158,1,島根県,554.6,11.57,81.4,50.75,0.045,12.136,6.0,火成岩
p12-32-10172,1,島根県,25.4,7.3,46.4,35.46,0.014,3.64,7.0,火成岩
p12-32-10173,1,島根県,54.8,9.77,65.0,35.57,0.173,3.497,7.0,火成岩
p12-32-10179,1,島根県,101.5,4.34,58.3,21.71,0.062,25.38,7.0,火成岩
p12-32-10180,1,島根県,93.8,4.56,79.0,7.5,0.152,11.3,7.0,堆積岩
p12-32-10185,1,島根県,533.7,4.72,88.5,34.61,0.335,19.101,7.0,火成岩
p12-32-10187,1,島根県,343.6,5.9,50.5,34.77,0.101,18.985,7.0,火成岩
p12-32-10196,1,島根県,189.2,7.37,43.8,42.58,0.036,22.252,2.0,火成岩
p12-32-10197,1,島根県,217.5,6.62,56.1,45.28,0.162,23.835,6.0,堆積岩
p12-32-10200,1,島根県,312.9,1.31,13.6,50.85,0.021,16.901,7.0,堆積岩
p12-32-10207,1,島根県,6.2,0.44,2.5,138.76,0.102,,2.0,堆積岩
p12-33-10043,1,岡山県,60.5,2.53,11.0,121.07,0.076,7.339,2.0,堆積岩
p12-33-10044,1,岡山県,60.6,4.14,14.5,120.86,0.093,7.106,2.0,堆積岩
p12-33-10150,1,岡山県,226.8,2.84,16.0,130.21,0.084,14.783,6.0,堆積岩
p12-33-10153,1,岡山県,412.4,3.16,18.4,135.76,0.084,13.192,7.0,堆積岩
p12-33-10218,1,岡山県,14.2,1.35,17.3,117.08,0.347,15.358,1.0,堆積岩
p12-33-10222,1,岡山県,87.8,2.98,46.6,111.69,0.346,16.043,7.0,堆積岩
p12-33-10265,1,岡山県,653.9,4.83,49.2,71.75,0.121,9.291,7.0,変成岩
p12-33-10270,1,岡山県,544.8,13.31,70.6,66.48,0.319,14.521,2.0,火成岩
p12-33-10309,1,岡山県,182.4,2.93,68.0,154.16,0.424,20.074,7.0,火成岩
p12-33-10390,1,岡山県,338.4,2.25,106.3,101.01,0.031,0.579,6.0,
p12-33-10391,1,岡山県,278.9,10.8,83.8,99.72,0.057,7.255,7.0,火成岩
p12-33-10412,1,岡山県,205.3,0.72,5.6,155.03,0.043,24.366,2.0,堆積岩
p12-33-10416,1,岡山県,88.4,18.5,61.6,138.55,0.227,18.883,7.0,堆積岩
p12-33-10417,1,岡山県,78.1,0.89,16.0,138.75,0.35,18.683,7.0,堆積岩
p12-33-10422,1,岡山県,449.1,2.45,36.3,139.88,1.157,14.151,7.0,火成岩
p12-33-10438,1,岡山県,28.6,2.87,63.5,143.43,0.081,14.135,2.0,火成岩
p12-33-10444,1,岡山県,432.2,2.52,26.5,140.7,0.432,13.629,2.0,火成岩
p12-33-10473,1,岡山県,494.8,6.59,44.8,119.07,0.048,6.416,7.0,堆積岩
p12-33-10474,1,岡山県,492.6,5.52,22.1,119.14,0.045,6.353,7.0,堆積岩
p12-33-10479,1,岡山県,349.8,24.09,145.2,117.84,0.038,11.625,6.0,火成岩
p12-33-10480,1,岡山県,250.7,1.58,44.4,116.23,0.197,16.458,7.0,付加体
p12-33-10486,1,岡山県,642.6,10.46,64.0,106.98,0.193,5.662,7.0,火成岩
p12-33-10490,1,岡山県,513.2,8.33,68.7,118.74,0.129,6.716,7.0,堆積岩
p12-33-10516,1,岡山県,377.1,2.68,51.7,155.18,0.034,19.602,6.0,堆積岩
p12-33-10517,1,岡山県,355.7,8.92,83.1,155.68,0.062,19.242,6.0,堆積岩
p12-33-10530,1,岡山県,173.3,8.93,43.0,109.28,0.019,3.918,2.0,火成岩
p12-33-10539,1,岡山県,173.9,9.57,42.6,109.27,0.021,3.924,2.0,火成岩
p12-35-10010,1,山口県,33.3,4.53,15.8,54.65,0.136,19.58,2.0,堆積岩
p12-35-10018,1,山口県,40.2,0.15,1.7,40.85,0.082,5.671,2.0,堆積岩
p12-35-10021,1,山口県,20.5,0.98,5.7,48.94,0.347,14.071,1.0,堆積岩
p12-35-10023,1,山口県,1.6,2.34,9.1,63.83,1.106,24.568,1.0,その他
p12-35-10024,1,山口県,99.5,0.82,75.1,38.28,0.042,5.643,6.0,堆積岩
p12-35-10040,1,山口県,13.3,5.07,24.6,50.41,0.024,17.114,2.0,堆積岩
p12-35-10044,1,山口県,11.8,2.96,23.4,48.36,1.187,22.923,,堆積岩
p12-35-10061,1,山口県,82.4,7.56,33.6,45.19,0.128,15.677,7.0,堆積岩
p12-35-10067,1,山口県,87.3,9.9,54.9,49.09,0.031,15.594,7.0,火成岩
p12-35-10081,1,山口県,33.0,1.27,29.6,44.53,0.048,3.378,2.0,堆積岩
p12-35-10085,1,山口県,9.5,0.97,20.0,48.03,0.083,4.744,2.0,堆積岩
p12-35-10088,1,山口県,17.0,0.22,1.4,32.02,0.026,4.562,2.0,堆積岩
p12-35-10107,1,山口県,358.7,2.6,53.3,33.83,0.567,16.674,6.0,火成岩
p12-35-10113,1,山口県,85.3,8.27,111.8,50.76,2.076,13.925,1.0,火成岩
p12-35-10119,1,山口県,322.0,7.14,39.2,31.98,0.025,5.773,7.0,堆積岩
p12-35-10123,1,山口県,24.4,8.75,22.0,48.74,0.097,6.786,2.0,堆積岩
p12-35-10149,1,山口県,9.2,1.51,69.5,32.77,0.215,13.297,7.0,堆積岩
p12-35-10152,1,山口県,23.9,7.37,79.3,12.33,0.065,0.596,7.0,堆積岩
p12-35-10207,1,山口県,4.2,0.66,3.0,62.92,0.084,5.308,1.0,その他
p12-35-10238,1,山口県,145.7,27.77,110.5,55.87,0.042,11.516,2.0,付加体
p12-35-10242,1,山口県,22.1,8.77,49.7,84.31,0.058,10.557,2.0,火成岩
p12-35-10250,1,山口県,240.1,0.17,47.7,57.46,0.046,10.917,7.0,火成岩
p12-35-10267,1,山口県,47.7,22.92,81.5,25.03,0.04,8.259,7.0,堆積岩
p12-35-10268,1,山口県,135.6,5.99,43.1,32.84,0.044,3.833,7.0,火成岩
p12-35-10272,1,山口県,14.2,2.21,10.1,16.36,0.316,8.339,2.0,堆積岩
p12-35-10275,1,山口県,1.2,2.34,10.1,35.18,0.167,14.107,,堆積岩
p12-35-10279,1,山口県,15.8,8.68,40.2,24.86,0.723,3.782,,堆積岩
p12-35-10302,1,山口県,196.8,8.43,66.4,19.0,0.091,15.696,2.0,堆積岩
p12-35-10320,1,山口県,55.7,4.55,34.4,46.68,0.038,10.04,7.0,堆積岩
p12-35-10321,1,山口県,13.8,0.71,5.4,57.43,0.683,5.699,1.0,堆積岩
p12-35-10326,1,山口県,411.1,6.34,49.5,45.04,0.068,7.753,2.0,火成岩
p12-35-10346,1,山口県,8.1,0.37,3.2,53.54,0.431,10.252,2.0,その他
p12-35-10364,1,山口県,2.4,7.07,29.6,102.43,0.715,27.49,7.0,火成岩
p12-35-10366,1,山口県,21.9,13.69,62.6,107.41,0.97,31.993,3.0,火成岩
p12-35-10395,1,山口県,8.6,8.97,25.1,87.95,1.198,23.906,2.0,火成岩
p12-36-10053,1,徳島県,20.1,9.68,81.9,218.56,0.772,30.027,7.0,変成岩
p12-36-10058,1,徳島県,45.8,6.46,85.5,241.63,0.349,33.647,8.0,付加体
p12-36-10079,1,徳島県,57.2,12.79,74.9,192.2,0.038,25.357,4.0,堆積岩
p12-36-10080,1,徳島県,211.3,2.92,51.0,196.69,0.035,24.689,2.0,変成岩
p12-36-10082,1,徳島県,14.1,0.0,0.4,199.26,0.065,26.943,2.0,堆積岩
p12-36-10093,1,徳島県,80.8,2.82,38.1,197.29,0.083,26.168,2.0,変成岩
p12-36-10100,1,徳島県,129.7,0.43,69.6,191.29,0.026,30.305,7.0,堆積岩
p12-36-10105,1,徳島県,64.7,1.93,12.7,194.65,0.219,33.764,2.0,堆積岩
p12-36-10106,1,徳島県,144.2,15.39,57.8,186.32,0.136,23.512,7.0,堆積岩
p12-36-10112,1,徳島県,83.0,12.36,82.3,187.19,0.063,23.754,6.0,変成岩
p12-36-10123,1,徳島県,789.5,10.73,84.5,188.33,0.276,19.278,7.0,変成岩
p12-36-10124,1,徳島県,151.7,3.28,47.6,164.07,0.306,17.293,7.0,変成岩
p12-36-10135,1,徳島県,137.7,10.6,87.6,173.52,0.007,13.909,7.0,堆積岩
p12-36-10136,1,徳島県,211.3,11.9,130.4,171.29,0.018,22.035,2.0,変成岩
p12-36-10139,1,徳島県,391.5,30.08,143.8,176.78,0.089,20.272,7.0,変成岩
p12-36-10141,1,徳島県,162.0,6.48,50.3,171.81,0.069,17.467,8.0,変成岩
p12-36-10144,1,徳島県,401.4,17.34,189.1,178.5,0.193,18.847,7.0,変成岩
p12-36-10149,1,徳島県,409.8,17.25,280.5,174.31,0.179,22.74,7.0,変成岩
p12-36-10168,1,徳島県,138.6,6.68,35.7,206.22,0.037,16.861,2.0,変成岩
p12-36-10175,1,徳島県,97.0,3.61,76.3,224.22,0.056,7.958,6.0,堆積岩
p12-36-10178,1,徳島県,401.0,37.38,78.1,206.07,0.033,7.443,7.0,付加体
p12-36-10188,1,徳島県,86.0,10.55,66.3,230.45,0.072,12.935,3.0,付加体
p12-36-10200,1,徳島県,51.6,9.6,101.7,234.68,0.578,21.426,7.0,付加体
p12-36-10201,1,徳島県,4.5,3.29,19.9,233.41,0.621,17.506,8.0,付加体
p12-36-10220,1,徳島県,52.0,6.1,60.7,199.77,0.029,39.577,7.0,堆積岩
p12-36-10226,1,徳島県,7.8,0.22,0.5,200.82,0.062,33.962,2.0,堆積岩
p12-36-10233,1,徳島県,102.8,28.81,95.1,184.4,0.047,22.448,7.0,変成岩
p12-38-10002,1,愛媛県,46.1,4.64,28.0,140.48,0.023,5.579,1.0,火成岩
p12-38-10037,1,愛媛県,37.6,3.44,61.7,133.42,0.508,11.166,,火成岩
p12-38-10040,1,愛媛県,182.0,26.45,109.1,131.93,0.112,0.792,6.0,火成岩
p12-38-10076,1,愛媛県,16.3,1.67,52.5,106.34,0.031,11.547,7.0,堆積岩
p12-38-10077,1,愛媛県,9.8,0.13,54.0,102.75,0.314,23.973,2.0,付加体
p12-38-10078,1,愛媛県,262.7,5.01,55.1,116.17,0.389,29.918,6.0,火成岩
p12-38-10185,1,愛媛県,5.0,0.17,1.0,144.34,0.064,7.932,2.0,堆積岩
p12-38-10186,1,愛媛県,4.5,0.08,0.8,146.6,0.282,5.249,1.0,堆積岩
p12-38-10187,1,愛媛県,64.7,9.43,75.7,134.96,0.64,11.834,2.0,火成岩
p12-38-10188,1,愛媛県,160.1,14.81,60.4,139.59,0.07,10.575,6.0,火成岩
p12-38-10189,1,愛媛県,83.3,22.14,46.8,147.32,0.059,11.729,6.0,変成岩
p12-38-10190,1,愛媛県,32.9,2.06,47.0,146.38,0.235,6.839,,堆積岩
p12-38-10191,1,愛媛県,114.6,8.33,87.3,146.79,0.16,3.172,3.0,堆積岩
p12-38-10192,1,愛媛県,4.8,0.0,0.4,141.83,0.065,8.007,2.0,堆積岩
p12-38-10227,1,愛媛県,9.8,0.0,0.2,109.43,0.217,13.719,2.0,堆積岩
p12-38-10228,1,愛媛県,19.7,12.22,34.9,106.68,0.054,13.885,1.0,変成岩
p12-38-10229,1,愛媛県,149.9,6.52,57.2,116.49,0.011,1.565,6.0,付加体
p12-38-10230,1,愛媛県,84.2,17.13,106.5,117.96,0.109,0.018,6.0,
p12-38-10290,1,愛媛県,261.2,5.87,44.4,164.39,0.06,6.568,6.0,変成岩
p12-38-10321,1,愛媛県,34.5,14.82,138.0,94.26,1.205,14.095,8.0,付加体
p12-38-10322,1,愛媛県,184.3,5.14,23.1,110.59,0.139,0.063,6.0,堆積岩
p12-38-10323,1,愛媛県,104.3,3.39,11.7,113.33,0.063,2.527,2.0,堆積岩
p12-38-10324,1,愛媛県,182.0,5.76,59.5,126.82,0.04,9.334,2.0,付加体
p12-38-10350,1,愛媛県,106.6,4.41,6.2,145.48,0.415,6.934,2.0,堆積岩
p12-38-10351,1,愛媛県,163.9,3.49,20.8,149.07,0.317,10.508,2.0,堆積岩
p12-38-10359,1,愛媛県,33.2,3.13,40.7,110.25,2.464,28.536,,火成岩
p12-38-10360,1,愛媛県,1.3,4.31,29.6,109.87,0.495,27.159,,
p12-38-10362,1,愛媛県,30.8,5.63,55.4,112.55,1.563,29.889,1.0,火成岩
p12-38-10377,1,愛媛県,493.8,11.33,122.6,149.39,0.072,6.917,6.0,堆積岩
p12-38-10386,1,愛媛県,0.3,0.27,1.1,129.64,0.717,10.481,,堆積岩
p12-38-10390,1,愛媛県,127.8,8.71,57.1,136.77,0.178,1.763,2.0,堆積岩
p12-38-10428,1,愛媛県,9.9,0.25,41.1,81.46,0.425,31.525,6.0,堆積岩
p12-38-10435,1,愛媛県,87.1,9.85,19.8,119.06,0.09,16.164,2.0,堆積岩
p12-38-10444,1,愛媛県,416.2,22.92,118.1,111.1,0.055,14.656,7.0,堆積岩
p12-38-10466,1,愛媛県,9.5,0.37,47.7,102.25,0.058,35.445,7.0,付加体
p12-38-10467,1,愛媛県,112.0,8.12,93.8,113.33,0.062,37.326,8.0,付加体
p12-38-10468,1,愛媛県,95.0,8.14,68.0,119.78,0.131,42.644,7.0,堆積岩
p12-39-10014,1,高知県,148.4,17.04,107.2,185.33,0.034,12.315,7.0,変成岩
p12-39-10034,1,高知県,8.1,2.31,26.6,253.76,1.29,37.73,9.0,付加体
p12-39-10053,1,高知県,20.8,0.31,2.0,196.59,0.027,8.899,2.0,堆積岩
p12-39-10087,1,高知県,37.9,16.35,52.1,150.45,0.248,57.033,2.0,付加体
p12-39-10103,1,高知県,15.1,0.07,1.9,202.11,0.034,14.077,7.0,堆積岩
p12-39-10121,1,高知県,509.2,1.66,125.7,200.35,0.067,14.573,7.0,堆積岩
p12-39-10141,1,高知県,116.2,8.03,110.9,227.59,0.068,10.557,2.0,付加体
p12-39-10142,1,高知県,253.7,9.22,72.9,219.54,0.032,6.733,6.0,付加体
p12-39-10148,1,高知県,47.0,2.91,44.7,209.27,0.27,20.172,2.0,付加体
p12-39-10161,1,高知県,69.2,13.55,114.4,177.5,0.059,8.842,8.0,変成岩
p12-39-10162,1,高知県,613.3,6.03,103.6,163.89,0.008,5.682,6.0,変成岩
p12-39-10163,1,高知県,164.3,34.2,163.6,160.71,0.035,16.885,8.0,変成岩
p12-39-10166,1,高知県,42.1,4.82,58.4,167.98,0.624,41.075,8.0,付加体
